county,date,retailandrec,groceryandpharm,parks,transit,work,residential,confirmed_cases,deaths,new_confirmed_cases,new_deaths
Napa,2020-06-09,-29.0,-6.0,,-23.0,-34.0,11.0,157,3,4.0,0.0
Napa,2020-06-10,-30.0,-10.0,63.0,-21.0,-34.0,11.0,161,3,4.0,0.0
Napa,2020-06-11,-28.0,-7.0,69.0,-14.0,-35.0,11.0,163,3,2.0,0.0
Napa,2020-06-12,-31.0,-11.0,58.0,-14.0,-34.0,12.0,168,3,5.0,0.0
Napa,2020-06-13,-27.0,-9.0,,-11.0,-20.0,6.0,183,3,15.0,0.0
Napa,2020-06-14,-18.0,-8.0,180.0,,-23.0,5.0,183,3,0.0,0.0
Napa,2020-06-15,-27.0,-9.0,,-11.0,-34.0,10.0,190,3,7.0,0.0
Napa,2020-06-16,-26.0,-6.0,,-21.0,-34.0,10.0,199,3,9.0,0.0
Napa,2020-06-17,-25.0,-8.0,65.0,-26.0,-34.0,11.0,202,4,3.0,1.0
Napa,2020-06-18,-26.0,-5.0,63.0,-13.0,-36.0,10.0,206,4,4.0,0.0
Napa,2020-06-19,-25.0,-7.0,92.0,-9.0,-35.0,10.0,216,4,10.0,0.0
Napa,2020-06-20,-23.0,-3.0,,,-20.0,4.0,224,4,8.0,0.0
Napa,2020-06-21,-21.0,-2.0,174.0,,-20.0,3.0,224,4,0.0,0.0
Napa,2020-06-22,-25.0,-12.0,,-11.0,-35.0,10.0,239,4,15.0,0.0
Napa,2020-06-23,-22.0,-8.0,,-10.0,-36.0,9.0,245,4,6.0,0.0
Napa,2020-06-24,-24.0,-10.0,54.0,-13.0,-35.0,10.0,251,4,6.0,0.0
Napa,2020-06-25,-24.0,-10.0,70.0,-3.0,-35.0,10.0,258,4,7.0,0.0
Napa,2020-06-26,-25.0,-9.0,,-8.0,-33.0,11.0,270,4,12.0,0.0
Napa,2020-06-27,-23.0,-8.0,,-3.0,-19.0,5.0,270,4,0.0,0.0
Napa,2020-06-28,-17.0,-10.0,148.0,,-18.0,5.0,270,4,0.0,0.0
Napa,2020-06-29,-22.0,-12.0,,-10.0,-32.0,10.0,310,4,40.0,0.0
Napa,2020-06-30,-18.0,-5.0,,-3.0,-33.0,9.0,317,4,7.0,0.0
Napa,2020-07-01,-20.0,-7.0,62.0,-25.0,-35.0,10.0,333,4,16.0,0.0
Napa,2020-07-02,-15.0,1.0,107.0,-9.0,-37.0,10.0,344,4,11.0,0.0
Napa,2020-07-03,-13.0,4.0,,-1.0,-53.0,14.0,376,4,32.0,0.0
Napa,2020-07-04,-37.0,-11.0,,-25.0,-31.0,8.0,376,4,0.0,0.0
Napa,2020-07-05,-24.0,-14.0,130.0,,-21.0,5.0,376,4,0.0,0.0
Napa,2020-07-06,-20.0,-9.0,,-15.0,-36.0,10.0,436,4,60.0,0.0
Napa,2020-07-07,-22.0,-8.0,,-18.0,-37.0,9.0,448,4,12.0,0.0
Napa,2020-07-08,-23.0,-11.0,56.0,-18.0,-35.0,11.0,453,4,5.0,0.0
Napa,2020-07-09,-24.0,-7.0,,-10.0,-36.0,11.0,466,4,13.0,0.0
Napa,2020-07-10,-27.0,-9.0,70.0,-11.0,-34.0,11.0,477,4,11.0,0.0
Napa,2020-07-11,-28.0,-12.0,,-14.0,-19.0,6.0,477,4,0.0,0.0
Napa,2020-07-12,-23.0,-12.0,148.0,,-19.0,5.0,477,4,0.0,0.0
Napa,2020-07-13,-24.0,-9.0,,-19.0,-35.0,10.0,518,4,41.0,0.0
Napa,2020-07-14,-24.0,-9.0,,-16.0,-36.0,10.0,530,4,12.0,0.0
Napa,2020-07-15,-27.0,-13.0,52.0,-17.0,-36.0,11.0,561,4,31.0,0.0
Napa,2020-07-16,-26.0,-11.0,63.0,-15.0,-38.0,11.0,578,4,17.0,0.0
Napa,2020-07-17,-28.0,-15.0,73.0,-16.0,-36.0,12.0,583,5,5.0,1.0
Nevada,2020-03-16,-20.0,7.0,-3.0,-54.0,-32.0,9.0,1,0,,
Nevada,2020-03-17,-22.0,3.0,8.0,-73.0,-26.0,9.0,1,0,0.0,0.0
Nevada,2020-03-18,-31.0,-7.0,-12.0,-74.0,-32.0,14.0,1,0,0.0,0.0
Nevada,2020-03-19,-25.0,4.0,-3.0,-52.0,-31.0,12.0,1,0,0.0,0.0
Nevada,2020-03-20,-43.0,-11.0,-25.0,-62.0,-37.0,15.0,1,0,0.0,0.0
Nevada,2020-03-21,-54.0,-21.0,-40.0,-65.0,-34.0,12.0,1,0,0.0,0.0
Nevada,2020-03-22,-49.0,-18.0,-23.0,-61.0,-37.0,,1,0,0.0,0.0
Nevada,2020-03-23,-41.0,-19.0,-43.0,-70.0,-41.0,15.0,3,0,2.0,0.0
Nevada,2020-03-24,-48.0,-23.0,-25.0,-70.0,-45.0,18.0,4,0,1.0,0.0
Nevada,2020-03-25,-47.0,-20.0,-13.0,-83.0,-45.0,17.0,7,0,3.0,0.0
Nevada,2020-03-26,-47.0,-18.0,-15.0,-69.0,-44.0,17.0,8,0,1.0,0.0
Nevada,2020-03-27,-49.0,-24.0,-31.0,-68.0,-43.0,18.0,8,0,0.0,0.0
Nevada,2020-03-28,-61.0,-35.0,-65.0,-77.0,-40.0,15.0,12,0,4.0,0.0
Nevada,2020-03-29,-56.0,-26.0,-48.0,-73.0,-41.0,,17,0,5.0,0.0
Nevada,2020-03-30,-44.0,-26.0,-44.0,-71.0,-43.0,15.0,21,0,4.0,0.0
Nevada,2020-03-31,-42.0,-28.0,-25.0,-64.0,-45.0,16.0,26,0,5.0,0.0
Nevada,2020-04-01,-42.0,-24.0,-21.0,-65.0,-44.0,17.0,26,0,0.0,0.0
Nevada,2020-04-02,-40.0,-17.0,-9.0,-65.0,-45.0,17.0,30,0,4.0,0.0
Nevada,2020-04-03,-46.0,-26.0,-24.0,-69.0,-44.0,17.0,31,1,1.0,1.0
Nevada,2020-04-04,-61.0,-36.0,-73.0,-83.0,-43.0,,31,1,0.0,0.0
Nevada,2020-04-05,-66.0,-38.0,-70.0,,-48.0,,31,1,0.0,0.0
Nevada,2020-04-06,-46.0,-26.0,-35.0,-82.0,-47.0,16.0,32,1,1.0,0.0
Nevada,2020-04-07,-45.0,-25.0,-22.0,-67.0,-47.0,17.0,34,1,2.0,0.0
Nevada,2020-04-08,-45.0,-25.0,-29.0,-62.0,-47.0,17.0,34,1,0.0,0.0
Nevada,2020-04-09,-45.0,-23.0,-41.0,-66.0,-48.0,18.0,34,1,0.0,0.0
Nevada,2020-04-10,-47.0,-23.0,-27.0,-69.0,-48.0,18.0,34,1,0.0,0.0
Nevada,2020-04-11,-53.0,-24.0,-48.0,-71.0,-41.0,13.0,34,1,0.0,0.0
Nevada,2020-04-12,-64.0,-33.0,-36.0,-66.0,-44.0,,34,1,0.0,0.0
Nevada,2020-04-13,-40.0,-23.0,-24.0,-66.0,-43.0,14.0,34,1,0.0,0.0
Nevada,2020-04-14,-37.0,-24.0,-10.0,-62.0,-44.0,16.0,34,1,0.0,0.0
Nevada,2020-04-15,-44.0,-18.0,-10.0,-56.0,-43.0,16.0,34,1,0.0,0.0
Nevada,2020-04-16,-58.0,-9.0,-6.0,-58.0,-42.0,16.0,34,1,0.0,0.0
Nevada,2020-04-17,-63.0,-19.0,-34.0,-69.0,-42.0,18.0,36,1,2.0,0.0
Nevada,2020-04-18,-67.0,-19.0,-46.0,-74.0,-38.0,13.0,36,1,0.0,0.0
Nevada,2020-04-19,-66.0,-16.0,-32.0,-63.0,-38.0,,36,1,0.0,0.0
Nevada,2020-04-20,-59.0,-15.0,-34.0,-63.0,-41.0,14.0,38,1,2.0,0.0
Nevada,2020-04-21,-56.0,-16.0,-1.0,-57.0,-41.0,15.0,38,1,0.0,0.0
Nevada,2020-04-22,-57.0,-15.0,-1.0,-57.0,-42.0,16.0,36,1,-2.0,0.0
Nevada,2020-04-23,-57.0,-9.0,3.0,-52.0,-42.0,15.0,36,1,0.0,0.0
Nevada,2020-04-24,-60.0,-14.0,2.0,-59.0,-42.0,16.0,37,1,1.0,0.0
Nevada,2020-04-25,-64.0,-15.0,-26.0,-68.0,-35.0,11.0,37,1,0.0,0.0
Nevada,2020-04-26,-60.0,-6.0,9.0,-53.0,-40.0,,37,1,0.0,0.0
Nevada,2020-04-27,-55.0,-6.0,-8.0,-55.0,-40.0,13.0,39,1,2.0,0.0
Nevada,2020-04-28,-54.0,-10.0,31.0,-47.0,-41.0,6.0,41,1,2.0,0.0
Nevada,2020-04-29,-52.0,-12.0,8.0,-60.0,-42.0,14.0,41,1,0.0,0.0
Nevada,2020-04-30,-49.0,-3.0,15.0,-62.0,-40.0,14.0,41,1,0.0,0.0
Nevada,2020-05-01,-53.0,-6.0,9.0,-52.0,-38.0,14.0,41,1,0.0,0.0
Nevada,2020-05-02,-57.0,-8.0,-15.0,-57.0,-31.0,10.0,41,1,0.0,0.0
Nevada,2020-05-03,-53.0,-3.0,13.0,-51.0,-36.0,,41,1,0.0,0.0
Nevada,2020-05-04,-48.0,-6.0,7.0,-58.0,-37.0,12.0,41,1,0.0,0.0
Nevada,2020-05-05,-45.0,0.0,32.0,-46.0,-37.0,12.0,41,1,0.0,0.0
Nevada,2020-05-06,-46.0,-8.0,27.0,-53.0,-38.0,13.0,41,1,0.0,0.0
Nevada,2020-05-07,-47.0,0.0,43.0,-51.0,-39.0,13.0,41,1,0.0,0.0
Nevada,2020-05-08,-50.0,-6.0,32.0,-64.0,-37.0,13.0,41,1,0.0,0.0
Nevada,2020-05-09,-49.0,7.0,9.0,-64.0,-30.0,8.0,41,1,0.0,0.0
Nevada,2020-05-10,-47.0,9.0,27.0,-41.0,-30.0,5.0,41,1,0.0,0.0
Nevada,2020-05-11,-47.0,-8.0,-6.0,-58.0,-36.0,11.0,41,1,0.0,0.0
Nevada,2020-05-12,-51.0,-8.0,-23.0,-51.0,-38.0,15.0,41,1,0.0,0.0
Nevada,2020-05-13,-47.0,-7.0,-14.0,-54.0,-35.0,13.0,41,1,0.0,0.0
Nevada,2020-05-14,-47.0,0.0,-2.0,-52.0,-36.0,13.0,41,1,0.0,0.0
Nevada,2020-05-15,-46.0,-5.0,29.0,-64.0,-34.0,12.0,41,1,0.0,0.0
Nevada,2020-05-16,-49.0,-7.0,6.0,-58.0,-26.0,7.0,41,1,0.0,0.0
Nevada,2020-05-17,-57.0,-18.0,-52.0,-59.0,-32.0,,41,1,0.0,0.0
Nevada,2020-05-18,-49.0,-11.0,-28.0,-63.0,-36.0,14.0,41,1,0.0,0.0
Nevada,2020-05-19,-43.0,-4.0,3.0,-47.0,-34.0,12.0,41,1,0.0,0.0
Nevada,2020-05-20,-39.0,4.0,27.0,-47.0,-33.0,12.0,41,1,0.0,0.0
Nevada,2020-05-21,-35.0,10.0,,-41.0,-35.0,11.0,41,1,0.0,0.0
Nevada,2020-05-22,-40.0,1.0,60.0,-39.0,-34.0,11.0,41,1,0.0,0.0
Nevada,2020-05-23,-41.0,3.0,40.0,-42.0,-23.0,6.0,41,1,0.0,0.0
Nevada,2020-05-24,-36.0,8.0,117.0,-24.0,-24.0,4.0,41,1,0.0,0.0
Nevada,2020-05-25,-43.0,0.0,186.0,-45.0,-65.0,13.0,41,1,0.0,0.0
Nevada,2020-05-26,-35.0,5.0,84.0,-27.0,-31.0,10.0,41,1,0.0,0.0
Nevada,2020-05-27,-33.0,5.0,80.0,-39.0,-29.0,10.0,41,1,0.0,0.0
Nevada,2020-05-28,-33.0,7.0,84.0,-40.0,-31.0,10.0,41,1,0.0,0.0
Nevada,2020-05-29,-39.0,-3.0,61.0,-41.0,-30.0,10.0,41,1,0.0,0.0
Nevada,2020-05-30,-46.0,-12.0,-30.0,-58.0,-20.0,9.0,41,1,0.0,0.0
Nevada,2020-05-31,-38.0,-1.0,54.0,-31.0,-16.0,4.0,41,1,0.0,0.0
Nevada,2020-06-01,-33.0,5.0,31.0,-42.0,-28.0,8.0,42,1,1.0,0.0
Nevada,2020-06-02,-29.0,9.0,100.0,-27.0,-29.0,8.0,48,1,6.0,0.0
Nevada,2020-06-03,-29.0,9.0,92.0,-35.0,-29.0,9.0,49,1,1.0,0.0
Nevada,2020-06-04,-28.0,16.0,89.0,-29.0,-29.0,9.0,49,1,0.0,0.0
Nevada,2020-06-05,-34.0,7.0,71.0,-33.0,-30.0,8.0,50,1,1.0,0.0
Nevada,2020-06-06,-36.0,-1.0,12.0,-42.0,-17.0,5.0,50,1,0.0,0.0
Nevada,2020-06-07,-34.0,1.0,28.0,-22.0,-20.0,4.0,50,1,0.0,0.0
Nevada,2020-06-08,-30.0,8.0,47.0,-40.0,-28.0,7.0,50,1,0.0,0.0
Nevada,2020-06-09,-27.0,8.0,100.0,-28.0,-27.0,7.0,50,1,0.0,0.0
Nevada,2020-06-10,-26.0,5.0,117.0,-36.0,-27.0,7.0,50,1,0.0,0.0
Nevada,2020-06-11,-25.0,11.0,118.0,-34.0,-27.0,7.0,52,1,2.0,0.0
Nevada,2020-06-12,-30.0,1.0,67.0,-27.0,-29.0,8.0,52,1,0.0,0.0
Nevada,2020-06-13,-34.0,1.0,35.0,-33.0,-14.0,5.0,52,1,0.0,0.0
Nevada,2020-06-14,-25.0,5.0,118.0,-8.0,-17.0,2.0,52,1,0.0,0.0
Nevada,2020-06-15,-24.0,7.0,64.0,-35.0,-27.0,7.0,55,1,3.0,0.0
Nevada,2020-06-16,-21.0,11.0,118.0,-20.0,-27.0,7.0,57,1,2.0,0.0
Nevada,2020-06-17,-24.0,7.0,115.0,-37.0,-27.0,7.0,67,1,10.0,0.0
Nevada,2020-06-18,-22.0,15.0,141.0,-25.0,-29.0,7.0,71,1,4.0,0.0
Nevada,2020-06-19,-27.0,7.0,137.0,-28.0,-30.0,7.0,75,1,4.0,0.0
Nevada,2020-06-20,-30.0,11.0,93.0,-33.0,-17.0,3.0,75,1,0.0,0.0
Nevada,2020-06-21,-24.0,17.0,134.0,-13.0,-18.0,0.0,75,1,0.0,0.0
Nevada,2020-06-22,-24.0,9.0,112.0,-33.0,-31.0,6.0,82,1,7.0,0.0
Nevada,2020-06-23,-21.0,10.0,151.0,-17.0,-28.0,7.0,91,1,9.0,0.0
Nevada,2020-06-24,-23.0,9.0,141.0,-26.0,-27.0,7.0,91,1,0.0,0.0
Nevada,2020-06-25,-23.0,16.0,,-20.0,-29.0,7.0,101,1,10.0,0.0
Nevada,2020-06-26,-28.0,7.0,149.0,-16.0,-30.0,7.0,108,1,7.0,0.0
Nevada,2020-06-27,-30.0,2.0,95.0,-27.0,-18.0,4.0,108,1,0.0,0.0
Nevada,2020-06-28,-22.0,9.0,124.0,-12.0,-12.0,2.0,108,1,0.0,0.0
Nevada,2020-06-29,-17.0,8.0,107.0,-29.0,-27.0,6.0,113,1,5.0,0.0
Nevada,2020-06-30,-15.0,10.0,166.0,-19.0,-26.0,7.0,116,1,3.0,0.0
Nevada,2020-07-01,-15.0,14.0,,-23.0,-28.0,6.0,117,1,1.0,0.0
Nevada,2020-07-02,-10.0,25.0,,-8.0,-31.0,6.0,123,1,6.0,0.0
Nevada,2020-07-03,-18.0,19.0,267.0,-15.0,-47.0,11.0,129,1,6.0,0.0
Nevada,2020-07-04,-40.0,3.0,124.0,-28.0,-31.0,4.0,129,1,0.0,0.0
Nevada,2020-07-05,-21.0,1.0,137.0,6.0,-19.0,2.0,129,1,0.0,0.0
Nevada,2020-07-06,-11.0,9.0,127.0,-30.0,-34.0,6.0,145,1,16.0,0.0
Nevada,2020-07-07,-13.0,12.0,160.0,-20.0,-30.0,7.0,151,1,6.0,0.0
Nevada,2020-07-08,-14.0,9.0,156.0,-22.0,-30.0,8.0,155,1,4.0,0.0
Nevada,2020-07-09,-15.0,11.0,,-29.0,-30.0,7.0,159,1,4.0,0.0
Nevada,2020-07-10,-20.0,2.0,154.0,-31.0,-30.0,8.0,163,1,4.0,0.0
Nevada,2020-07-11,-23.0,3.0,103.0,-31.0,-17.0,4.0,163,1,0.0,0.0
Nevada,2020-07-12,-16.0,8.0,156.0,-3.0,-23.0,2.0,163,1,0.0,0.0
Nevada,2020-07-13,-16.0,10.0,133.0,-31.0,-30.0,6.0,180,1,17.0,0.0
Nevada,2020-07-14,-16.0,12.0,183.0,-25.0,-31.0,7.0,183,1,3.0,0.0
Nevada,2020-07-15,-16.0,11.0,169.0,-23.0,-30.0,7.0,185,1,2.0,0.0
Nevada,2020-07-16,-15.0,16.0,173.0,-30.0,-30.0,7.0,197,1,12.0,0.0
Nevada,2020-07-17,-22.0,5.0,165.0,-31.0,-30.0,8.0,204,1,7.0,0.0
Orange,2020-02-15,0.0,0.0,9.0,0.0,0.0,0.0,1,0,0.0,0.0
Orange,2020-02-16,4.0,-1.0,22.0,-3.0,0.0,-1.0,1,0,0.0,0.0
Orange,2020-02-17,10.0,1.0,34.0,-10.0,-33.0,6.0,1,0,0.0,0.0
Orange,2020-02-18,1.0,-2.0,7.0,3.0,2.0,0.0,1,0,0.0,0.0
Orange,2020-02-19,0.0,-2.0,8.0,2.0,2.0,0.0,1,0,0.0,0.0
Orange,2020-02-20,2.0,0.0,9.0,1.0,1.0,0.0,1,0,0.0,0.0
Orange,2020-02-21,1.0,-1.0,4.0,-1.0,1.0,0.0,1,0,0.0,0.0
Orange,2020-02-22,-2.0,-1.0,-23.0,-7.0,1.0,1.0,1,0,0.0,0.0
Orange,2020-02-23,5.0,-1.0,10.0,0.0,1.0,0.0,1,0,0.0,0.0
Orange,2020-02-24,1.0,-2.0,9.0,-1.0,4.0,-1.0,1,0,0.0,0.0
Orange,2020-02-25,4.0,-1.0,14.0,2.0,3.0,0.0,1,0,0.0,0.0
Orange,2020-02-26,3.0,1.0,14.0,4.0,3.0,-1.0,1,0,0.0,0.0
Orange,2020-02-27,3.0,2.0,9.0,3.0,2.0,0.0,1,0,0.0,0.0
Orange,2020-02-28,3.0,3.0,10.0,2.0,3.0,-1.0,1,0,0.0,0.0
Orange,2020-02-29,2.0,3.0,14.0,0.0,3.0,-1.0,1,0,0.0,0.0
Orange,2020-03-01,2.0,1.0,-17.0,-5.0,0.0,1.0,1,0,0.0,0.0
Orange,2020-03-02,5.0,4.0,7.0,0.0,4.0,-1.0,1,0,0.0,0.0
Orange,2020-03-03,7.0,5.0,26.0,3.0,3.0,0.0,3,0,2.0,0.0
Orange,2020-03-04,2.0,3.0,11.0,-2.0,2.0,0.0,3,0,0.0,0.0
Orange,2020-03-05,2.0,3.0,9.0,-1.0,2.0,0.0,3,0,0.0,0.0
Orange,2020-03-06,1.0,2.0,6.0,-3.0,3.0,0.0,4,0,1.0,0.0
Orange,2020-03-07,-1.0,3.0,12.0,-4.0,2.0,0.0,4,0,0.0,0.0
Orange,2020-03-08,1.0,0.0,17.0,-8.0,0.0,1.0,4,0,0.0,0.0
Orange,2020-03-09,3.0,2.0,9.0,-6.0,3.0,0.0,5,0,1.0,0.0
Orange,2020-03-10,-1.0,1.0,-30.0,-15.0,-1.0,4.0,5,0,0.0,0.0
Orange,2020-03-11,3.0,4.0,7.0,-7.0,1.0,1.0,6,0,1.0,0.0
Orange,2020-03-12,-5.0,10.0,-40.0,-21.0,-3.0,5.0,6,0,0.0,0.0
Orange,2020-03-13,-4.0,39.0,-38.0,-23.0,-5.0,6.0,6,0,0.0,0.0
Orange,2020-03-14,-15.0,33.0,-32.0,-23.0,-5.0,6.0,14,0,8.0,0.0
Orange,2020-03-15,-18.0,15.0,-7.0,-26.0,-10.0,6.0,17,0,3.0,0.0
Orange,2020-03-16,-15.0,18.0,-31.0,-33.0,-20.0,10.0,22,0,5.0,0.0
Orange,2020-03-17,-20.0,16.0,-3.0,-30.0,-28.0,14.0,29,0,7.0,0.0
Orange,2020-03-18,-32.0,5.0,-15.0,-38.0,-37.0,18.0,41,0,12.0,0.0
Orange,2020-03-19,-36.0,0.0,-32.0,-45.0,-40.0,20.0,51,0,10.0,0.0
Orange,2020-03-20,-42.0,-3.0,-22.0,-46.0,-44.0,24.0,64,0,13.0,0.0
Orange,2020-03-21,-50.0,-12.0,-12.0,-45.0,-36.0,18.0,77,0,13.0,0.0
Orange,2020-03-22,-53.0,-23.0,-18.0,-56.0,-41.0,16.0,94,0,17.0,0.0
Orange,2020-03-23,-44.0,-19.0,-20.0,-52.0,-50.0,23.0,122,0,28.0,0.0
Orange,2020-03-24,-43.0,-20.0,-26.0,-50.0,-51.0,24.0,147,1,25.0,1.0
Orange,2020-03-25,-45.0,-20.0,-27.0,-51.0,-51.0,24.0,183,1,36.0,0.0
Orange,2020-03-26,-45.0,-18.0,-28.0,-52.0,-52.0,25.0,247,1,64.0,0.0
Orange,2020-03-27,-46.0,-17.0,-25.0,-52.0,-51.0,26.0,315,3,68.0,2.0
Orange,2020-03-28,-52.0,-18.0,-37.0,-50.0,-39.0,19.0,394,4,79.0,1.0
Orange,2020-03-29,-52.0,-24.0,-31.0,-55.0,-44.0,17.0,419,4,25.0,0.0
Orange,2020-03-30,-44.0,-22.0,-21.0,-51.0,-51.0,23.0,452,4,33.0,0.0
Orange,2020-03-31,-43.0,-19.0,-24.0,-49.0,-53.0,25.0,490,7,38.0,3.0
Orange,2020-04-01,-43.0,-17.0,-23.0,-49.0,-53.0,24.0,594,10,104.0,3.0
Orange,2020-04-02,-45.0,-16.0,-32.0,-52.0,-53.0,26.0,648,13,54.0,3.0
Orange,2020-04-03,-46.0,-13.0,-29.0,-51.0,-52.0,26.0,703,13,55.0,0.0
Orange,2020-04-04,-51.0,-16.0,-42.0,-50.0,-42.0,19.0,773,14,70.0,1.0
Orange,2020-04-05,-55.0,-26.0,-53.0,-59.0,-46.0,18.0,820,14,47.0,0.0
Orange,2020-04-06,-51.0,-28.0,-65.0,-63.0,-56.0,26.0,869,14,49.0,0.0
Orange,2020-04-07,-51.0,-28.0,-61.0,-59.0,-55.0,28.0,909,15,40.0,1.0
Orange,2020-04-08,-49.0,-22.0,-39.0,-55.0,-55.0,26.0,998,17,89.0,2.0
Orange,2020-04-09,-55.0,-31.0,-71.0,-65.0,-57.0,29.0,1061,17,63.0,0.0
Orange,2020-04-10,-50.0,-17.0,-52.0,-58.0,-58.0,30.0,1120,17,59.0,0.0
Orange,2020-04-11,-51.0,-13.0,-42.0,-47.0,-43.0,19.0,1201,18,81.0,1.0
Orange,2020-04-12,-66.0,-36.0,-63.0,-59.0,-49.0,18.0,1250,19,49.0,1.0
Orange,2020-04-13,-49.0,-26.0,-44.0,-54.0,-53.0,24.0,1257,19,7.0,0.0
Orange,2020-04-14,-46.0,-22.0,-30.0,-50.0,-52.0,25.0,1278,19,21.0,0.0
Orange,2020-04-15,-50.0,-17.0,-28.0,-49.0,-52.0,24.0,1361,22,83.0,3.0
Orange,2020-04-16,-58.0,-15.0,-32.0,-52.0,-52.0,25.0,1411,25,50.0,3.0
Orange,2020-04-17,-59.0,-15.0,-37.0,-52.0,-51.0,26.0,1483,28,72.0,3.0
Orange,2020-04-18,-63.0,-15.0,-53.0,-49.0,-39.0,19.0,1540,32,57.0,4.0
Orange,2020-04-19,-63.0,-20.0,-37.0,-53.0,-41.0,16.0,1610,32,70.0,0.0
Orange,2020-04-20,-58.0,-19.0,-33.0,-53.0,-51.0,23.0,1646,33,36.0,1.0
Orange,2020-04-21,-56.0,-16.0,-28.0,-51.0,-51.0,24.0,1670,33,24.0,0.0
Orange,2020-04-22,-57.0,-15.0,-26.0,-50.0,-52.0,24.0,1736,34,66.0,1.0
Orange,2020-04-23,-57.0,-13.0,-29.0,-51.0,-52.0,24.0,1803,36,67.0,2.0
Orange,2020-04-24,-57.0,-11.0,-28.0,-52.0,-50.0,25.0,1834,36,31.0,0.0
Orange,2020-04-25,-59.0,-9.0,-36.0,-44.0,-37.0,17.0,1952,38,118.0,2.0
Orange,2020-04-26,-60.0,-16.0,-30.0,-51.0,-41.0,15.0,2051,39,99.0,1.0
Orange,2020-04-27,-55.0,-15.0,-24.0,-50.0,-50.0,22.0,2099,39,48.0,0.0
Orange,2020-04-28,-54.0,-14.0,-22.0,-48.0,-51.0,15.0,2131,42,32.0,3.0
Orange,2020-04-29,-54.0,-15.0,-27.0,-50.0,-51.0,23.0,2232,44,101.0,2.0
Orange,2020-04-30,-52.0,-12.0,-24.0,-51.0,-51.0,23.0,2360,45,128.0,1.0
Orange,2020-05-01,-52.0,-8.0,-24.0,-50.0,-49.0,24.0,2520,50,160.0,5.0
Orange,2020-05-02,-54.0,-6.0,-32.0,-43.0,-35.0,16.0,2612,52,92.0,2.0
Orange,2020-05-03,-55.0,-13.0,-26.0,-49.0,-36.0,14.0,2715,52,103.0,0.0
Orange,2020-05-04,-49.0,-12.0,-20.0,-51.0,-48.0,21.0,2799,57,84.0,5.0
Orange,2020-05-05,-48.0,-6.0,-17.0,-48.0,-48.0,22.0,2865,61,66.0,4.0
Orange,2020-05-06,-49.0,-10.0,-15.0,-48.0,-49.0,22.0,2992,65,127.0,4.0
Orange,2020-05-07,-48.0,-7.0,-15.0,-50.0,-49.0,22.0,3084,66,92.0,1.0
Orange,2020-05-08,-48.0,-2.0,-10.0,-47.0,-47.0,22.0,3234,71,150.0,5.0
Orange,2020-05-09,-49.0,8.0,-18.0,-39.0,-32.0,14.0,3380,74,146.0,3.0
Orange,2020-05-10,-50.0,-1.0,-17.0,-40.0,-32.0,11.0,3502,76,122.0,2.0
Orange,2020-05-11,-49.0,-14.0,-11.0,-49.0,-47.0,20.0,3557,76,55.0,0.0
Orange,2020-05-12,-47.0,-11.0,-13.0,-47.0,-47.0,22.0,3602,77,45.0,1.0
Orange,2020-05-13,-47.0,-10.0,-9.0,-46.0,-47.0,21.0,3749,80,147.0,3.0
Orange,2020-05-14,-48.0,-10.0,-11.0,-47.0,-48.0,22.0,3968,80,219.0,0.0
Orange,2020-05-15,-48.0,-7.0,-6.0,-45.0,-46.0,22.0,4125,84,157.0,4.0
Orange,2020-05-16,-50.0,-5.0,-8.0,-41.0,-31.0,14.0,4222,86,97.0,2.0
Orange,2020-05-17,-49.0,-11.0,3.0,-46.0,-32.0,12.0,4376,88,154.0,2.0
Orange,2020-05-18,-48.0,-14.0,-31.0,-52.0,-46.0,20.0,4434,88,58.0,0.0
Orange,2020-05-19,-44.0,-9.0,-4.0,-46.0,-45.0,21.0,4500,88,66.0,0.0
Orange,2020-05-20,-44.0,-7.0,0.0,-44.0,-46.0,20.0,4742,98,242.0,10.0
Orange,2020-05-21,-44.0,-5.0,1.0,-45.0,-46.0,20.0,4841,112,99.0,14.0
Orange,2020-05-22,-45.0,-3.0,-2.0,-45.0,-44.0,20.0,4941,118,100.0,6.0
Orange,2020-05-23,-48.0,-2.0,-4.0,-40.0,-28.0,12.0,5157,130,216.0,12.0
Orange,2020-05-24,-46.0,-7.0,20.0,-42.0,-30.0,10.0,5336,131,179.0,1.0
Orange,2020-05-25,-45.0,-6.0,46.0,-50.0,-76.0,24.0,5469,131,133.0,0.0
Orange,2020-05-26,-41.0,-8.0,4.0,-44.0,-43.0,19.0,5578,131,109.0,0.0
Orange,2020-05-27,-41.0,-8.0,5.0,-43.0,-43.0,19.0,5646,136,68.0,5.0
Orange,2020-05-28,-41.0,-6.0,1.0,-43.0,-43.0,19.0,5744,142,98.0,6.0
Orange,2020-05-29,-42.0,-7.0,-8.0,-44.0,-41.0,20.0,5923,145,179.0,3.0
Orange,2020-05-30,-43.0,-3.0,0.0,-34.0,-19.0,11.0,6100,146,177.0,1.0
Orange,2020-05-31,-45.0,-10.0,5.0,-41.0,-22.0,11.0,6261,147,161.0,1.0
Orange,2020-06-01,-43.0,-12.0,-14.0,-46.0,-42.0,18.0,6474,147,213.0,0.0
Orange,2020-06-02,-40.0,-6.0,-7.0,-45.0,-42.0,19.0,6574,150,100.0,3.0
